run	Sample	reference	biosample	tech_replicate	bio_replicate	condition	data_source	library_type	host_ref
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1713_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1714_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1715_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1716_S13_a1	CAG_EGFP_ITR_corrected	S13	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1723_S14_a1	CAG_EGFP_ITR_corrected	S14	rep1	rep1	x	Spark	TES	hg38
240405_M05240_0149_000000000-L9FLR_mouse	AAVIS-vector-prep-2nd-strand_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep1	vector_genome	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-1-2nd-strand_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-1-anneal_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-2-2nd-strand_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-2-anneal_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-3-2nd-strand_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-3-anneal_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	AAVIS_vector_prep_2nd_strand_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep1	vector_genome	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_1_2nd_strand_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_1_anneal_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_2_2nd_strand_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_2_anneal_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_3_2nd_strand_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_3_anneal_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1711_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1712_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1713_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1714_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1715_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1716_S13_a1	CAG_EGFP_ITR_corrected	S13	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1723_S14_a1	CAG_EGFP_ITR_corrected	S14	rep1	rep1	x	Spark	TES	mm39
